id,gene,description
cg11823592,ANKLE1,ankyrin repeat and LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26812]
cg11836154,C14orf79,NA
cg11960001,CHMP2A,charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216]
cg12072290,RILPL1,Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]
cg12075144,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
cg12095167,RAB2A,RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]
cg12101479,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
cg12132617,ADIPOR1,adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]
cg12291552,GOLIM4,golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]
cg12408494,FNDC3B,fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]
cg12447589,RCC2,regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]
cg12478978,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]
cg12563480,SNX11,sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]
cg12856612,SREBF2,sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]
cg12965202,GTF2A1,general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]
cg13045639,PSMG1,proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]
cg13055001,PPP1CA,protein phosphatase 1 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9281]
cg13108328,PLEKHA5,pleckstrin homology domain containing A5 [Source:HGNC Symbol;Acc:HGNC:30036]
cg13132404,FHL3,four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]
cg13277939,CTAGE5,CTAGE family member 5, ER export factor [Source:HGNC Symbol;Acc:HGNC:7057]
cg13470367,MTF1,metal regulatory transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:7428]
cg13514955,COMMD5,COMM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17902]
cg13567386,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
cg13621212,MLLT3,MLLT3, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]
cg13663912,RAD23B,RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]
cg13676215,AHR,aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]
cg13740482,ADCY6,adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]
cg13770399,PTP4A1,protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:HGNC:9634]
cg13782932,DDX6,DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]
cg13806767,PSMD14,proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]
cg13891189,ALAD,aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]
cg13975098,RGS10,regulator of G protein signaling 10 [Source:HGNC Symbol;Acc:HGNC:9992]
cg14009312,STK11,serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]
cg14164252,ARSA,arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]
cg14225926,PLRG1,pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]
cg14260485,AKT2,AKT serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:392]
cg14261780,IMMP2L,inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]
cg14261863,ELMO2,engulfment and cell motility 2 [Source:HGNC Symbol;Acc:HGNC:17233]
cg14279899,IFNGR1,interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]
cg14296123,THOP1,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]
cg14303330,RPL22,ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]
cg14446942,ITGB1,integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]
cg14639225,ITPR3,inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
cg14655532,KIAA0495,NA
cg14667033,TMEM2,transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:11869]
cg14713118,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:HGNC:13646]
cg14959506,CLCN7,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]
cg15044573,FAM53B,family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]
cg15083158,KIAA0664,NA
cg15278699,PWWP2B,PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
cg15336585,STRAP,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
cg15635341,NAA38,N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]
cg15667844,DUSP5,dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]
cg15700776,CYP2U1,cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]
cg15782984,SLC26A8,solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]
cg15964212,PLEKHH1,pleckstrin homology, MyTH4 and FERM domain containing H1 [Source:HGNC Symbol;Acc:HGNC:17733]
cg16133845,LMBR1,limb development membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13243]
cg16182691,GNAI1,G protein subunit alpha i1 [Source:HGNC Symbol;Acc:HGNC:4384]
cg16224163,LPP,LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]
cg16362133,SLC11A2,solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]
cg16412986,RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]
cg16472060,ANXA2,annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
cg16474696,MRI1,methylthioribose-1-phosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:28469]
cg16480145,RUSC2,RUN and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23625]
cg16599045,BLCAP,bladder cancer associated protein [Source:HGNC Symbol;Acc:HGNC:1055]
cg17003376,ZNF202,zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]
cg17085457,ZNF697,zinc finger protein 697 [Source:HGNC Symbol;Acc:HGNC:32034]
cg17172595,ITGA5,integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]
cg17283447,ADPRH,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
cg17300047,RCBTB2,RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]
cg17317266,EPOR,erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]
cg17427102,RBM27,RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]
cg17461735,TLE4,transducin like enhancer of split 4 [Source:HGNC Symbol;Acc:HGNC:11840]
cg17498102,TTC9,tetratricopeptide repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20267]
cg17629870,PLK2,polo like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19699]
cg17704570,ZNF562,zinc finger protein 562 [Source:HGNC Symbol;Acc:HGNC:25950]
cg17841992,AGAP3,ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]
cg17886959,MT2A,metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]
cg17891123,IQGAP1,IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]
cg17935813,RAB20,RAB20, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18260]
cg18040225,CCNJ,cyclin J [Source:HGNC Symbol;Acc:HGNC:23434]
cg18062196,DHX40,DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]
cg18080903,RNF130,ring finger protein 130 [Source:HGNC Symbol;Acc:HGNC:18280]
cg18212197,PPT1,palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]
cg18250832,NMUR1,neuromedin U receptor 1 [Source:HGNC Symbol;Acc:HGNC:4518]
cg18275051,CYB5R1,cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]
cg18351099,ZNF845,zinc finger protein 845 [Source:HGNC Symbol;Acc:HGNC:25112]
cg18470125,TOMM7,translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]
cg19156104,PLCL1,phospholipase C like 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:9063]
cg19353425,ANXA4,annexin A4 [Source:HGNC Symbol;Acc:HGNC:542]
cg19451038,ANKRD42,ankyrin repeat domain 42 [Source:HGNC Symbol;Acc:HGNC:26752]
cg19536127,CALM2,calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]
cg19734030,H2AFV,H2A histone family member V [Source:HGNC Symbol;Acc:HGNC:20664]
cg19948037,DCAF4,DDB1 and CUL4 associated factor 4 [Source:HGNC Symbol;Acc:HGNC:20229]
cg20026346,MAP7,microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]
cg20064704,PIGU,phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]
cg20333001,HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]
cg20468883,BNIP2,BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]
cg20546263,C3orf33,chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26434]
cg20552688,C14orf80,NA
cg20633321,LMO4,LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]
cg20633595,SMAD6,SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]
cg20679573,NRD1,NA
cg20679955,EMILIN2,elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881]
cg20948486,PEAR1,platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]
cg20980271,CLCC1,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]
cg21468035,ABHD1,abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]
cg21503619,SERPINB8,serpin family B member 8 [Source:HGNC Symbol;Acc:HGNC:8952]
cg21539371,ARF1,ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]
cg21557180,ZNRF2,zinc and ring finger 2 [Source:HGNC Symbol;Acc:HGNC:22316]
cg21783442,TIMM17A,translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]
cg21799053,RHOBTB2,Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]
cg21837069,VWA1,von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]
cg21867468,RNF14,ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]
cg22005145,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]
cg22041707,GALE,UDP-galactose-4-epimerase [Source:HGNC Symbol;Acc:HGNC:4116]
cg22082456,SCP2,sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]
cg22212238,EGR2,early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]
cg22344162,CREG1,cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]
cg22398461,PMVK,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]
cg22563390,ISOC2,isochorismatase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26278]
cg22566058,NCOA4,nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:HGNC:7671]
cg22656964,RHEB,Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]
cg22722822,CHIC2,cysteine rich hydrophobic domain 2 [Source:HGNC Symbol;Acc:HGNC:1935]
cg22747501,CHN2,chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]
cg22905859,LOC728855,NA
cg22984439,SMARCC1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
cg23083824,PHF14,PHD finger protein 14 [Source:HGNC Symbol;Acc:HGNC:22203]
cg23097499,TNFRSF1B,TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
cg23189951,SDHAP3,succinate dehydrogenase complex flavoprotein subunit A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:18781]
cg23283335,ABR,active BCR-related [Source:HGNC Symbol;Acc:HGNC:81]
cg23461906,C12orf23,NA
cg23576358,LOC93622,NA
cg23720379,PGAP1,post-GPI attachment to proteins 1 [Source:HGNC Symbol;Acc:HGNC:25712]
cg23819145,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184]
cg23825830,ACAA2,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]
cg23951258,ZNF879,zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]
cg24127861,REC8,REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]
cg24137770,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]
cg24250393,PRKCB,protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]
cg24295653,FHIT,fragile histidine triad [Source:HGNC Symbol;Acc:HGNC:3701]
cg24304268,AMIGO1,adhesion molecule with Ig like domain 1 [Source:HGNC Symbol;Acc:HGNC:20824]
cg24310133,SLC37A3,solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]
cg24313303,PIGV,phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]
cg24365142,ACLY,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]
cg24370698,PGM1,phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]
cg24384816,SRC,SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]
cg24523758,UBE2E3,ubiquitin conjugating enzyme E2 E3 [Source:HGNC Symbol;Acc:HGNC:12479]
cg24535234,SLC16A13,solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
cg24647403,ARL6,ADP ribosylation factor like GTPase 6 [Source:HGNC Symbol;Acc:HGNC:13210]
cg24660828,B3GALNT2,beta-1,3-N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:28596]
cg25167574,PAQR3,progestin and adipoQ receptor family member 3 [Source:HGNC Symbol;Acc:HGNC:30130]
cg25234170,FAM18B2,NA
cg25404069,ABCF2,ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]
cg25424200,TMEM106B,transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]
cg25582401,AGAP2,ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]
cg25589720,PCYOX1L,prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:HGNC:28477]
cg25623035,RFWD2,NA
cg25714096,ORC2L,NA
cg25729068,TC2N,tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]
cg25771140,CD55,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
cg26007540,TOP2A,DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]
cg26084796,DMXL1,Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]
cg26251270,GPX7,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559]
cg26285502,C15orf41,chromosome 15 open reading frame 41 [Source:HGNC Symbol;Acc:HGNC:26929]
cg26727372,ME2,malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]
cg26738904,SHKBP1,SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]
cg26740644,URGCP,upregulator of cell proliferation [Source:HGNC Symbol;Acc:HGNC:30890]
cg26741262,MTHFS,methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]
cg26798850,ZNF529,zinc finger protein 529 [Source:HGNC Symbol;Acc:HGNC:29328]
cg27092191,ZNF267,zinc finger protein 267 [Source:HGNC Symbol;Acc:HGNC:13060]
cg27150171,MCRS1,microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]
