id,gene,description
cg20513950,ARAP1,ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]
cg20645649,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
cg20690922,RHBDF2,rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]
cg20708411,CSNK1G3,casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]
cg20986134,LMNB1,lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]
cg21020944,AKAP11,A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]
cg21082921,CHD1,chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]
cg21365364,DTD1,D-tyrosyl-tRNA deacylase 1 [Source:HGNC Symbol;Acc:HGNC:16219]
cg21855944,PPP1R9B,protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]
cg22014398,MGAT4B,mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B [Source:HGNC Symbol;Acc:HGNC:7048]
cg22056218,FERMT3,fermitin family member 3 [Source:HGNC Symbol;Acc:HGNC:23151]
cg22232616,SCRIB,scribbled planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:30377]
cg22628146,TESK2,testis-specific kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]
cg22704057,MTHFD2,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]
cg22710840,FAM72D,family with sequence similarity 72 member D [Source:HGNC Symbol;Acc:HGNC:33593]
cg23141183,SLC16A3,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
cg23279559,USP25,ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]
cg23325384,ACSL3,acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]
cg23344935,PRR13,proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]
cg23400904,C2orf42,chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]
cg23422583,C7orf70,NA
cg23427859,ISOC1,isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]
cg23698023,PTK2B,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]
cg23711139,CLK2P,NA
cg24073131,FAM164C,NA
cg24104611,C22orf9,NA
cg24119045,UHRF2,ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]
cg24124145,CCRN4L,NA
cg24220766,BECN1,beclin 1 [Source:HGNC Symbol;Acc:HGNC:1034]
cg24476569,ABCC4,ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]
cg24477401,ARHGAP27,Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]
cg24759859,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]
cg24859158,SH3BGRL3,SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
cg25380465,ZNF426,zinc finger protein 426 [Source:HGNC Symbol;Acc:HGNC:20725]
cg25524530,RBPJ,recombination signal binding protein for immunoglobulin kappa J region [Source:HGNC Symbol;Acc:HGNC:5724]
cg25628543,E2F7,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]
cg25728362,EFCAB10,EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]
cg25774020,FAM174A,family with sequence similarity 174 member A [Source:HGNC Symbol;Acc:HGNC:24943]
cg26272983,TMCO1,transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]
cg26314281,VPS8,VPS8, CORVET complex subunit [Source:HGNC Symbol;Acc:HGNC:29122]
cg26357453,DHRS7B,dehydrogenase/reductase 7B [Source:HGNC Symbol;Acc:HGNC:24547]
cg26578274,PSMA4,proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]
cg26880963,RAVER2,ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]
cg27005118,COX10,COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]
cg27020253,HLA-L,major histocompatibility complex, class I, L (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4970]
cg27099500,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]
cg27102332,TMEM150A,transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]
