id,gene,description
cg23927974,METTL5,methyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:25006]
cg24070123,C6orf106,chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:HGNC:21215]
cg24087211,REPS1,RALBP1 associated Eps domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15578]
cg24495008,KIF7,kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]
cg24767368,NMD3,NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]
cg24935900,RAB11FIP5,RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]
cg25166437,SCARF1,scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820]
cg25191241,UMPS,uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]
cg25195477,HPS3,HPS3, biogenesis of lysosomal organelles complex 2 subunit 1 [Source:HGNC Symbol;Acc:HGNC:15597]
cg25263635,GTPBP5,NA
cg25346122,NEK7,NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]
cg25457331,GMPR,guanosine monophosphate reductase [Source:HGNC Symbol;Acc:HGNC:4376]
cg25567963,CYTH2,cytohesin 2 [Source:HGNC Symbol;Acc:HGNC:9502]
cg25793831,ARMC9,armadillo repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:20730]
cg25884424,CKAP2L,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]
cg25954354,AIF1L,allograft inflammatory factor 1 like [Source:HGNC Symbol;Acc:HGNC:28904]
cg26009035,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]
cg26024206,ZNF282,zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076]
cg26042725,MAVS,mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]
cg26117622,MTERFD2,NA
cg26234644,TMEM220,transmembrane protein 220 [Source:HGNC Symbol;Acc:HGNC:33757]
cg26461589,TBC1D13,TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]
cg26548101,LOC388789,NA
cg26608305,AP2A2,adaptor related protein complex 2 alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]
cg26762173,FZD3,frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]
cg27002758,WWP1,WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:17004]
cg27180492,ZNF184,zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]
