id,gene,description
cg02735919,MRPS21,mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:14046]
cg02740658,SOCS5,suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]
cg02756107,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]
cg02758040,HTATIP2,HIV-1 Tat interactive protein 2 [Source:HGNC Symbol;Acc:HGNC:16637]
cg02758599,C3orf21,NA
cg02769172,SUV420H1,NA
cg02784848,FUZ,fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
cg02801482,TANC1,tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29364]
cg02812793,CISD3,CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
cg02815516,KANK2,KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]
cg02817981,MOBKL3,NA
cg02847575,TBC1D10B,TBC1 domain family member 10B [Source:HGNC Symbol;Acc:HGNC:24510]
cg02855432,ERGIC1,endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]
cg02880877,HDDC2,HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]
cg02891153,LOC100128822,NA
cg02899870,NECAB3,N-terminal EF-hand calcium binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15851]
cg02914379,MDFI,MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]
cg02921350,ZFP36L1,ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]
cg02923393,TELO2,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
cg02927655,TM7SF3,transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]
cg02956148,SRCIN1,SRC kinase signaling inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:29506]
cg02957488,PHF20,PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]
cg02960249,EPB41L2,erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]
cg02970551,RUNX3,runt related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]
cg02985292,C16orf13,NA
cg03039399,CREBBP,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]
cg03046705,C5orf56,chromosome 5 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:33838]
cg03048314,NBL1,neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]
cg03079208,AFF1,AF4/FMR2 family member 1 [Source:HGNC Symbol;Acc:HGNC:7135]
cg03090351,DOT1L,DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]
cg03105663,SEMA4B,semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]
cg03113871,C22orf27,NA
cg03117005,TAF4,TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]
cg03130627,EZR,ezrin [Source:HGNC Symbol;Acc:HGNC:12691]
cg03137447,VDR,vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]
cg03146154,IPP,intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]
cg03152785,KCNC4,potassium voltage-gated channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:6236]
cg03156389,NXT1,nuclear transport factor 2 like export factor 1 [Source:HGNC Symbol;Acc:HGNC:15913]
cg03163734,SPRED2,sprouty related EVH1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17722]
cg03198372,KREMEN1,kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]
cg03210340,FLJ10357,NA
cg03215005,MX1,MX dynamin like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:7532]
cg03232933,BTG3,BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]
cg03243946,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
cg03264464,TRAF4,TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]
cg03280026,TMEM168,transmembrane protein 168 [Source:HGNC Symbol;Acc:HGNC:25826]
cg03301240,SPI1,Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]
cg03312716,TRPV4,transient receptor potential cation channel subfamily V member 4 [Source:HGNC Symbol;Acc:HGNC:18083]
cg03340523,SGCB,sarcoglycan beta [Source:HGNC Symbol;Acc:HGNC:10806]
cg03350493,RPAP1,RNA polymerase II associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24567]
cg03366168,C22orf9,NA
cg03369465,DAXX,death domain associated protein [Source:HGNC Symbol;Acc:HGNC:2681]
cg03371404,CAPN10,calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]
cg03402001,ZNF598,zinc finger protein 598 [Source:HGNC Symbol;Acc:HGNC:28079]
cg03441257,VPS45,vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]
cg03482339,DDHD2,DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]
cg03486832,KDM2B,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]
cg03500977,HLA-B,major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]
cg03503297,DCTPP1,dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]
cg03506799,CHSY1,chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]
cg03507241,TUBB6,tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]
cg03512692,SAMM50,SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]
cg03514381,COQ3,coenzyme Q3, methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]
cg03514937,FKBPL,FK506 binding protein like [Source:HGNC Symbol;Acc:HGNC:13949]
cg03518058,ITGB5,integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]
cg03539340,IFT52,intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]
cg03570332,LENG8,leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]
cg03621406,FBXL12,F-box and leucine rich repeat protein 12 [Source:HGNC Symbol;Acc:HGNC:13611]
cg03668718,SLFN11,schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]
cg03697708,CACNA1A,calcium voltage-gated channel subunit alpha1 A [Source:HGNC Symbol;Acc:HGNC:1388]
cg03698956,ABAT,4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
cg03702236,SEMA5A,semaphorin 5A [Source:HGNC Symbol;Acc:HGNC:10736]
cg03712038,ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:HGNC:12948]
cg03723506,LIFR,LIF receptor alpha [Source:HGNC Symbol;Acc:HGNC:6597]
cg03760387,C16orf62,NA
cg03763387,DHX9,DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]
cg03801871,LBH,limb bud and heart development [Source:HGNC Symbol;Acc:HGNC:29532]
cg03819286,MGRN1,mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]
cg03840511,CSNK1G1,casein kinase 1 gamma 1 [Source:HGNC Symbol;Acc:HGNC:2454]
cg03847895,ANKRD52,ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614]
cg03856723,PRKACA,protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]
cg03861115,LPIN3,lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]
cg03904897,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]
cg03907174,RCN3,reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]
cg03918306,ITPR1,inositol 1,4,5-trisphosphate receptor type 1 [Source:HGNC Symbol;Acc:HGNC:6180]
cg03919657,ACSF2,acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
cg03919779,UBB,ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]
cg03930474,ING4,inhibitor of growth family member 4 [Source:HGNC Symbol;Acc:HGNC:19423]
cg03931078,WIPI1,WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]
cg03970088,FANCA,Fanconi anemia complementation group A [Source:HGNC Symbol;Acc:HGNC:3582]
cg03972466,C16orf72,chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]
cg04002885,TMEM66,NA
cg04013959,MED26,mediator complex subunit 26 [Source:HGNC Symbol;Acc:HGNC:2376]
cg04049033,RILP,Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]
cg04058169,BUB3,BUB3, mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]
cg04081153,ARID1A,AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]
cg04093149,SLC6A9,solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]
cg04107140,ADRA2C,adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]
cg04110665,PDE4B,phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]
cg04112102,SLC39A10,solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]
cg04117853,OCIAD1,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]
cg04121555,PYGL,glycogen phosphorylase L [Source:HGNC Symbol;Acc:HGNC:9725]
cg04122329,PKN2,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]
cg04193415,LIF,LIF, interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]
cg04206417,EMID1,EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]
cg04225902,SUB1,SUB1 homolog, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:19985]
cg04234238,PSMD7,proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]
cg04240373,PSMA5,proteasome subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]
cg04244494,CCDC77,coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]
cg04265051,LRP5,LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]
cg04279973,PRKCB,protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]
cg04289131,IVNS1ABP,influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:HGNC:16951]
cg04337056,GFM1,G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]
cg04340772,MTHFD2L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
cg04347161,POLR2C,RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]
cg04375472,ZNF84,zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]
cg04385631,SFRS2IP,NA
cg04391722,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30953]
cg04396539,KLF7,Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]
cg04396765,MYST4,NA
cg04410516,GADD45GIP1,GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]
cg04518912,SMARCA2,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]
cg04523069,HIATL1,NA
cg04542415,ZFP64,ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]
cg04553559,ZNF703,zinc finger protein 703 [Source:HGNC Symbol;Acc:HGNC:25883]
cg04554033,C1QTNF1,C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]
cg04598733,SEC63,SEC63 homolog, protein translocation regulator [Source:HGNC Symbol;Acc:HGNC:21082]
cg04608290,PGM2L1,phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]
cg04652441,DIS3L,DIS3 like exosome 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:28698]
cg04669894,TBL2,transducin beta like 2 [Source:HGNC Symbol;Acc:HGNC:11586]
cg04682133,USP24,ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]
cg04713108,MRPS30,mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]
cg04714088,CMIP,c-Maf inducing protein [Source:HGNC Symbol;Acc:HGNC:24319]
cg04727356,NFE2L1,nuclear factor, erythroid 2 like 1 [Source:HGNC Symbol;Acc:HGNC:7781]
cg04738552,TUBB4,NA
cg04774374,CALU,calumenin [Source:HGNC Symbol;Acc:HGNC:1458]
cg04788288,ABHD2,abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]
cg04800168,MYL6B,myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]
cg04860852,KIF21B,kinesin family member 21B [Source:HGNC Symbol;Acc:HGNC:29442]
cg04907505,RAP1B,RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]
cg04918921,CCDC64,NA
cg04951739,ZNF70,zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]
cg04964702,CBL,Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]
cg04967775,HDAC1,histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]
cg04979599,AFAP1L1,actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]
cg04982619,CYLD,CYLD lysine 63 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:2584]
cg05004108,DDAH1,dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]
cg05031016,ADCY4,adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]
cg05038804,GSK3B,glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]
cg05050341,ENG,endoglin [Source:HGNC Symbol;Acc:HGNC:3349]
cg05051117,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
cg05064937,TYSND1,trypsin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28531]
cg05072008,FIGNL1,fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]
cg05081497,RASSF2,Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]
cg05087309,CHD9,chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
cg05147525,CHD4,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]
cg05149085,C15orf42,NA
cg05156742,FAM63B,NA
cg05191729,P4HA1,prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]
cg05212664,REC8,REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]
cg05227667,RNF122,ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]
cg05234888,ITPR3,inositol 1,4,5-trisphosphate receptor type 3 [Source:HGNC Symbol;Acc:HGNC:6182]
cg05244766,GSTP1,glutathione S-transferase pi 1 [Source:HGNC Symbol;Acc:HGNC:4638]
cg05245650,CDC42EP3,CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
cg05264454,PDE5A,phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]
cg05352754,CHST10,carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]
cg05364710,ZNF548,zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561]
cg05377527,PTPMT1,protein tyrosine phosphatase, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]
cg05430989,SLCO2A1,solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]
cg05433911,RNF208,ring finger protein 208 [Source:HGNC Symbol;Acc:HGNC:25420]
cg05447673,ZNF259,NA
cg05454284,EPC1,enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]
cg05456662,USP8,ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]
cg05460370,LIMD1,LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]
cg05463325,RAB4A,RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]
cg05473871,ADAMTSL5,ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]
cg05494790,FAM3C,family with sequence similarity 3 member C [Source:HGNC Symbol;Acc:HGNC:18664]
cg05501285,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8547]
cg05504194,ACAT2,acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]
cg05515713,RRM2,ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]
cg05560728,BCL6B,B cell CLL/lymphoma 6B [Source:HGNC Symbol;Acc:HGNC:1002]
cg05588757,ZNF514,zinc finger protein 514 [Source:HGNC Symbol;Acc:HGNC:25894]
cg05591210,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:6243]
cg05592245,REEP3,receptor accessory protein 3 [Source:HGNC Symbol;Acc:HGNC:23711]
cg05595602,MRPL20,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]
cg05623727,RBM5,RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]
cg05691004,SPATS2L,spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]
cg05724997,BCL2,BCL2, apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:990]
cg05731122,RPAP3,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]
cg05776704,WWTR1,WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]
cg05783302,MCFD2,multiple coagulation factor deficiency 2 [Source:HGNC Symbol;Acc:HGNC:18451]
cg05787193,PRKACB,protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]
cg05819150,YAP1,Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]
cg05898524,LMNA,lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]
cg05898659,BFAR,bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]
cg05913672,TNPO2,transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]
cg05932936,SERINC3,serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]
cg05940463,C1orf86,NA
cg05944800,INSIG2,insulin induced gene 2 [Source:HGNC Symbol;Acc:HGNC:20452]
cg06035250,ALPL,alkaline phosphatase, liver/bone/kidney [Source:HGNC Symbol;Acc:HGNC:438]
cg06043419,RASGRF2,Ras protein specific guanine nucleotide releasing factor 2 [Source:HGNC Symbol;Acc:HGNC:9876]
cg06060338,TCEB1,NA
cg06063856,DHRS12,dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832]
cg06084313,EDEM1,ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]
cg06090684,UTP20,UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]
cg06106242,SMPD3,sphingomyelin phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:14240]
cg06189038,GAL3ST4,galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]
cg06194119,TMEM185B,transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]
cg06228542,CD63,CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]
cg06254964,C7orf49,chromosome 7 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:22432]
cg06255524,DNAJC3,DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
cg06270993,C7orf30,NA
cg06284322,TAF7,TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]
cg06350161,ELOVL1,ELOVL fatty acid elongase 1 [Source:HGNC Symbol;Acc:HGNC:14418]
cg06369261,MRPL15,mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]
cg06390653,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:HGNC:15869]
cg06398735,MLLT10,MLLT10, histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]
cg06485447,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11804]
cg06495924,CYC1,cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]
cg06523128,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]
cg06550462,EPB41L3,erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]
cg06555971,PYCR1,pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
cg06610559,SNORD1C,small nucleolar RNA, C/D box 1C [Source:HGNC Symbol;Acc:HGNC:32677]
cg06612736,PTAR1,protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]
cg06616057,G0S2,G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]
cg06646708,NHLRC1,NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21576]
cg06653045,KCNJ2,potassium voltage-gated channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]
cg06664872,RIOK2,RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
cg06671387,ELMOD2,ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]
cg06734962,CEBPD,CCAAT/enhancer binding protein delta [Source:HGNC Symbol;Acc:HGNC:1835]
cg06741198,LATS1,large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]
cg06747322,DAD1,defender against cell death 1 [Source:HGNC Symbol;Acc:HGNC:2664]
cg06754987,B4GALT2,beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]
cg06758143,HMGN2,high mobility group nucleosomal binding domain 2 [Source:HGNC Symbol;Acc:HGNC:4986]
cg06759518,RYBP,RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]
cg06772874,GNAI3,G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]
cg06793377,SHANK3,SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:HGNC:14294]
cg06795635,PARP8,poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]
cg06811467,ATP8B2,ATPase phospholipid transporting 8B2 [Source:HGNC Symbol;Acc:HGNC:13534]
cg06813554,ABHD4,abhydrolase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20154]
cg06816054,PBK,PDZ binding kinase [Source:HGNC Symbol;Acc:HGNC:18282]
cg06867613,ATPBD4,NA
cg06894687,QSOX1,quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]
cg06942183,HOXB2,homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]
cg06952751,C18orf8,NA
cg06965122,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]
cg06996081,CHURC1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099]
cg06998765,RPS6KL1,ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]
cg07013258,BCL7C,BCL tumor suppressor 7C [Source:HGNC Symbol;Acc:HGNC:1006]
cg07038342,PLSCR4,phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]
cg07066755,CBS,cystathionine-beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]
cg07080372,SLC25A22,solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]
cg07138452,FLCN,folliculin [Source:HGNC Symbol;Acc:HGNC:27310]
cg07140595,CENPF,centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]
cg07158040,HIBCH,3-hydroxyisobutyryl-CoA hydrolase [Source:HGNC Symbol;Acc:HGNC:4908]
cg07172280,DPP7,dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]
cg07223164,OSTC,oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]
cg07243700,RTCD1,NA
cg07314148,MKI67,marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
cg07317601,CEP72,centrosomal protein 72 [Source:HGNC Symbol;Acc:HGNC:25547]
cg07328417,EXTL3,exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]
cg07351164,PSRC1,proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]
cg07362058,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]
cg07405126,GNAI2,G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]
cg07412079,MOCOS,molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]
cg07414097,PDE6D,phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]
cg07464859,C16orf45,chromosome 16 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:19213]
cg07484849,HOOK2,hook microtubule tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]
cg07507951,AHCTF1,AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]
cg07533630,IFI30,IFI30, lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]
cg07537443,NGFR,nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]
cg07572770,CHD1L,chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]
cg07575784,TCF4,transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11634]
cg07608658,TTLL3,tubulin tyrosine ligase like 3 [Source:HGNC Symbol;Acc:HGNC:24483]
cg07612655,PTGIS,prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]
cg07645296,ITPR2,inositol 1,4,5-trisphosphate receptor type 2 [Source:HGNC Symbol;Acc:HGNC:6181]
cg07655965,TMEM214,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983]
cg07658207,NOTCH1,notch 1 [Source:HGNC Symbol;Acc:HGNC:7881]
cg07705639,MRPS14,mitochondrial ribosomal protein S14 [Source:HGNC Symbol;Acc:HGNC:14049]
cg07714565,UBE2Q2,ubiquitin conjugating enzyme E2 Q2 [Source:HGNC Symbol;Acc:HGNC:19248]
cg07725658,GRSF1,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]
cg07744993,CETN3,centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]
cg07757252,TWF2,twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]
cg07780086,MRFAP1L1,Morf4 family associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28796]
cg07797438,ZNF260,zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]
